,Name,Cost,Coordinates,Bed,Bath,Parking,Property_Type,Agency,Postcode,Nearby_Schools,Primary_Distance,Secondary_Distance
1893,49c Hope Way Tarneit VIC 3029,360.0,"[-37.8631709, 144.6561715]",3,2,1,Townhouse,P Di Natale Real Estate,3029,129,"{'distance': 1042.3, 'duration': 203.3}","{'distance': 1224.8, 'duration': 229.6}"
1894,108 Sycamore Street Hoppers Crossing VIC 3029,500.0,"[-37.8614063, 144.6978993]",4,2,2,House,DK Property Partners Melbourne,3029,207,"{'distance': 657.3, 'duration': 96.3}","{'distance': 657.3, 'duration': 96.3}"
1895,5 Reserve Road Hoppers Crossing VIC 3029,460.0,"[-37.868673, 144.7045468]",4,2,2,House,Ray White Werribee,3029,206,"{'distance': 940.0, 'duration': 115.9}","{'distance': 1248.5, 'duration': 139.1}"
1896,4 Maven Way Tarneit VIC 3029,375.0,"[-37.8313851, 144.6495814]",2,1,1,House,P Di Natale Real Estate,3029,175,"{'distance': 1957.2, 'duration': 181.4}","{'distance': 3133.3, 'duration': 287.3}"
1897,5/6-8 Willmott Drive Hoppers Crossing VIC 3029,295.0,"[-37.886849, 144.682044]",2,1,0,Apartment / Unit / Flat,First National Westwood ,3029,193,"{'distance': 653.0, 'duration': 70.9}","{'distance': 845.3, 'duration': 136.0}"
1898,49 Ionica Loop Truganina VIC 3029,450.0,"[-37.8248334, 144.7486991]",4,2,2,House,Area Specialist Harmony,3029,385,"{'distance': 3290.6, 'duration': 267.0}","{'distance': 3290.6, 'duration': 267.0}"
1899,1A Lyndall Court Hoppers Crossing VIC 3029,375.0,"[-37.8799098, 144.6879054]",3,2,1,House,P Di Natale Real Estate,3029,205,"{'distance': 707.6, 'duration': 83.8}","{'distance': 1004.4, 'duration': 200.8}"
1900,10 Galactic Way Truganina VIC 3029,570.0,"[-37.8503285, 144.7412465]",4,3,2,House,Bloom Estate Agents,3029,315,"{'distance': 1413.1, 'duration': 135.2}","{'distance': 1413.1, 'duration': 135.2}"
1901,97 Marquands Road Truganina VIC 3029,480.0,"[-37.8444052, 144.7276243]",4,2,2,House,Ray White Werribee,3029,299,"{'distance': 103.1, 'duration': 13.5}","{'distance': 608.6, 'duration': 67.9}"
1902,14 Mingay Close Truganina VIC 3029,400.0,"[-37.8444677, 144.7244068]",3,1,1,House,Bloom Estate Agents,3029,289,"{'distance': 531.8, 'duration': 63.1}","{'distance': 1170.2, 'duration': 184.0}"
1903,10 Sahara Way Truganina VIC 3029,380.0,"[-37.8392267, 144.7274956]",3,2,1,House,P Di Natale Real Estate,3029,317,"{'distance': 629.6, 'duration': 90.7}","{'distance': 1226.2, 'duration': 151.4}"
1904,2 Beverley Court Hoppers Crossing VIC 3029,350.0,"[-37.868347, 144.7049757]",3,2,2,House,P Di Natale Real Estate,3029,205,"{'distance': 927.6, 'duration': 114.1}","{'distance': 1373.9, 'duration': 157.1}"
1905,4 Bianca Boulevard Tarneit VIC 3029,370.0,"[-37.8425822, 144.6548051]",3,2,2,House,P Di Natale Real Estate,3029,167,"{'distance': 1746.7, 'duration': 213.6}","{'distance': 1828.3, 'duration': 229.7}"
1906,1/51 Hotham Crescent Hoppers Crossing VIC 3029,400.0,"[-37.8753376, 144.7078493]",3,2,1,Apartment / Unit / Flat,DK Property Partners Melbourne,3029,242,"{'distance': 691.3, 'duration': 78.6}","{'distance': 1609.8, 'duration': 196.7}"
1907,9 Dawe Court Hoppers Crossing VIC 3029,330.0,"[-37.8686191, 144.6805324]",3,1,1,House,DK Property Partners Melbourne,3029,189,"{'distance': 755.2, 'duration': 114.1}","{'distance': 1657.3, 'duration': 213.3}"
1908,14 Jura Street Truganina VIC 3029,400.0,"[-37.7615808, 144.6908886]",3,2,2,House,Living Prospect Real Estate,3029,252,"{'distance': 6292.0, 'duration': 629.6}","{'distance': 7183.4, 'duration': 669.9}"
1909,1/54 Oreilly Road Tarneit VIC 3029,370.0,"[-37.85700010000001, 144.6629121]",2,1,1,House,DK Property Partners Melbourne,3029,168,"{'distance': 347.4, 'duration': 50.0}","{'distance': 808.0, 'duration': 80.1}"
1910,20 Merapi Grove Truganina VIC 3029,410.0,"[-37.7492491, 144.6812656]",3,2,2,House,Hodges Werribee,3029,270,"{'distance': 3377.6, 'duration': 320.4}","{'distance': 7639.2, 'duration': 609.4}"
1911,39 Westonbury Drive Truganina VIC 3029,490.0,"[-37.8480509, 144.730631]",5,2,2,House,The Eleet Wyndham City,3029,300,"{'distance': 978.8, 'duration': 84.9}","{'distance': 786.2, 'duration': 128.7}"
1912,21 Wade Street Tarneit VIC 3029,440.0,"[-37.8214798, 144.6756447]",4,2,2,House,Ray White Tarneit,3029,229,"{'distance': 2132.8, 'duration': 246.6}","{'distance': 2140.0, 'duration': 242.3}"
1913,24 Voyager Boulevard Tarneit VIC 3029,440.0,"[-37.8256999, 144.6717647]",4,2,2,House,Ray White Tarneit,3029,209,"{'distance': 2060.9, 'duration': 254.6}","{'distance': 2068.2, 'duration': 250.3}"
1914,61 Marquands Road Truganina VIC 3029,450.0,"[-37.8475135, 144.7272382]",3,2,0,House,Barry Plant Tarneit,3029,289,"{'distance': 449.7, 'duration': 63.5}","{'distance': 553.0, 'duration': 95.1}"
1915,30 Celestial Circuit Tarneit VIC 3029,380.0,"[-37.842389, 144.6372498]",3,2,1,House,LJ Hooker Rowville,3029,123,"{'distance': 3511.7, 'duration': 391.8}","{'distance': 3511.7, 'duration': 391.8}"
1916,4 Pantanal Road Tarneit VIC 3029,420.0,"[-37.8326662, 144.6551106]",3,2,2,House,Ray White Tarneit,3029,182,"{'distance': 1489.8, 'duration': 152.3}","{'distance': 2665.9, 'duration': 258.3}"
1917,4 Ceremony Drive Tarneit VIC 3029,450.0,"[-37.8274276, 144.6695652]",4,2,2,House,Ray White Tarneit,3029,202,"{'distance': 2234.7, 'duration': 279.7}","{'distance': 2241.9, 'duration': 275.3}"
1918,45 Ionica loop Truganina VIC 3029,450.0,"[-37.8246881, 144.7493013]",4,2,2,House,Bal Real Estate,3029,385,"{'distance': 3951.0, 'duration': 322.5}","{'distance': 3951.0, 'duration': 322.5}"
1919,38 Caucasus Street Truganina VIC 3029,450.0,"[-37.7621529, 144.6949803]",4,2,2,House,Ray White Truganina,3029,255,"{'distance': 7189.6, 'duration': 670.2}","{'distance': 7189.6, 'duration': 670.2}"
1920,47 Ionica Loop Truganina VIC 3029,440.0,"[-37.8246881, 144.7493013]",4,2,2,House,Ace Real Estate,3029,385,"{'distance': 3951.0, 'duration': 322.5}","{'distance': 3951.0, 'duration': 322.5}"
1921,3 Sapa Close Truganina VIC 3029,400.0,"[-37.8246881, 144.7493013]",3,2,2,House,Bal Real Estate,3029,385,"{'distance': 3951.0, 'duration': 322.5}","{'distance': 3951.0, 'duration': 322.5}"
1922,38 Conway st Tarneit VIC 3029,470.0,"[-37.8323891, 144.6587541]",4,2,2,House,Bal Real Estate,3029,185,"{'distance': 677.7, 'duration': 97.6}","{'distance': 2314.2, 'duration': 242.8}"
1923,24 Bronze Street Tarneit VIC 3029,460.0,"[-37.840564, 144.6413792]",4,2,2,House,Harcourts First,3029,127,"{'distance': 3232.2, 'duration': 348.5}","{'distance': 3232.2, 'duration': 348.5}"
1924,32 Mitcham Street Truganina VIC 3029,420.0,"[-37.8260088, 144.7248235]",3,2,1,House,Ray White Truganina,3029,312,"{'distance': 1129.1, 'duration': 162.6}","{'distance': 2104.8, 'duration': 318.2}"
1925,195 Thames Blvd Tarneit VIC 3029,460.0,"[-37.8658848, 144.6574253]",4,2,2,House,Raine & Horne Tarneit,3029,134,"{'distance': 1346.3, 'duration': 258.8}","{'distance': 1346.3, 'duration': 258.8}"
1926,2/20 Bridlepath Drive Truganina VIC 3029,380.0,"[-37.8394422, 144.7219616]",3,2,1,Apartment / Unit / Flat,Hunter French Real Estate - Altona Meadows,3029,302,"{'distance': 360.1, 'duration': 51.9}","{'distance': 360.1, 'duration': 51.9}"
1927,6 Laurence Way Tarneit VIC 3029,430.0,"[-37.8408559, 144.6571252]",4,2,2,House,Reliance Manor Lakes,3029,178,"{'distance': 1273.2, 'duration': 142.9}","{'distance': 2043.2, 'duration': 263.2}"
1928,25 Clovelly Circuit Truganina VIC 3029,430.0,"[-37.848485, 144.7374063]",3,2,2,House,Ray White Truganina,3029,301,"{'distance': 1610.5, 'duration': 177.5}","{'distance': 1610.5, 'duration': 177.5}"
1929,4 Zoe Place Truganina VIC 3029,390.0,"[-37.8432451, 144.7070344]",3,2,1,House,Barry Plant Tarneit,3029,267,"{'distance': 2120.8, 'duration': 186.9}","{'distance': 1274.1, 'duration': 144.5}"
1930,33 Babele Road Tarneit VIC 3029,500.0,"[-37.8478569, 144.6605544]",4,2,2,House,Elders Wyndham City,3029,175,"{'distance': 735.8, 'duration': 105.0}","{'distance': 735.8, 'duration': 105.0}"
1931,2/8 PROTEA COURT Hoppers Crossing VIC 3029,400.0,"[-37.8556229, 144.6792462]",3,2,1,Apartment / Unit / Flat,Harcourts Tarneit - Truganina,3029,191,"{'distance': 1688.4, 'duration': 175.4}","{'distance': 1688.4, 'duration': 175.4}"
1932,32 Lawford Street Truganina VIC 3029,440.0,"[-37.8297508, 144.7187437]",4,2,2,House,Ray White Truganina,3029,295,"{'distance': 590.1, 'duration': 85.0}","{'distance': 1469.0, 'duration': 226.2}"
1933,19/2 Rockgarden Drive Truganina VIC 3029,350.0,"[-37.8435795, 144.7337165]",2,1,1,Townhouse,.established Property,3029,313,"{'distance': 111.0, 'duration': 13.2}","{'distance': 111.0, 'duration': 13.2}"
1934,31 Mitcham Street Truganina VIC 3029,520.0,"[-37.8259963, 144.7248984]",4,2,2,House,Ray White Tarneit,3029,312,"{'distance': 1135.9, 'duration': 163.6}","{'distance': 2111.6, 'duration': 319.2}"
1935,59 Mornington Avenue Tarneit VIC 3029,420.0,"[-37.8466586, 144.6402417]",4,2,2,House,Raine & Horne Point Cook - Williams Landing,3029,123,"{'distance': 2837.1, 'duration': 360.0}","{'distance': 2837.1, 'duration': 360.0}"
1936,4 Style Way Tarneit VIC 3029,460.0,"[-37.8297301, 144.6717861]",4,2,2,House,Ray White Tarneit,3029,206,"{'distance': 953.0, 'duration': 128.8}","{'distance': 1606.4, 'duration': 188.9}"
1937,22 Terracotta Avenue Tarneit VIC 3029,400.0,"[-37.8113215, 144.6825863]",3,2,1,House,Ray White Tarneit,3029,248,"{'distance': 3915.3, 'duration': 404.5}","{'distance': 3922.5, 'duration': 400.2}"
1938,10 Casablanca Court Truganina VIC 3029,410.0,"[-37.8381917, 144.7272382]",3,2,2,House,Ray White Truganina,3029,318,"{'distance': 777.8, 'duration': 112.0}","{'distance': 1067.9, 'duration': 114.9}"
1939,76 Damask Drive Tarneit VIC 3029,500.0,"[-37.8396561, 144.6935465]",4,2,2,House,Barry Plant Tarneit,3029,251,"{'distance': 1425.4, 'duration': 193.3}","{'distance': 1867.2, 'duration': 218.3}"
1940,12 Monique Way Tarneit VIC 3029,430.0,"[-37.8410627, 144.669171]",4,2,2,House,Ray White Tarneit,3029,193,"{'distance': 1608.0, 'duration': 162.0}","{'distance': 1443.4, 'duration': 177.7}"
1941,63 Belvedere Drive Truganina VIC 3029,430.0,"[-37.8195384, 144.7191947]",4,2,2,House,Ray White Tarneit,3029,319,"{'distance': 3071.5, 'duration': 336.7}","{'distance': 3755.3, 'duration': 336.9}"
1942,6 Mallina Glen Tarneit VIC 3029,495.0,"[-37.84425239999999, 144.6771881]",4,2,2,House,Regent Estate Agents,3029,206,"{'distance': 1181.0, 'duration': 168.6}","{'distance': 1181.0, 'duration': 168.6}"
1943,10 Limelight Street Tarneit VIC 3029,450.0,"[-37.8350447, 144.6826549]",4,2,2,House,Ray White Tarneit,3029,221,"{'distance': 504.7, 'duration': 66.9}","{'distance': 411.7, 'duration': 57.1}"
1944,21 Pazzano Mews Truganina VIC 3029,470.0,"[-37.8246881, 144.7493013]",4,3,2,House,Ray White Truganina,3029,385,"{'distance': 3951.0, 'duration': 322.5}","{'distance': 3951.0, 'duration': 322.5}"
1945,22 Juggler Drive Tarneit VIC 3029,495.0,"[-37.8295881, 144.6451268]",4,2,2,House,hockingstuart Melton,3029,157,"{'distance': 2593.5, 'duration': 256.8}","{'distance': 3769.6, 'duration': 362.8}"
1946,4 Maroa st Tarneit VIC 3029,450.0,"[-37.86166100000001, 144.6495814]",4,2,2,House,Bal Real Estate,3029,119,"{'distance': 1603.3, 'duration': 206.4}","{'distance': 1785.7, 'duration': 232.7}"
1947,131 Marquands Road Truganina VIC 3029,480.0,"[-37.8419119, 144.727946]",4,2,2,House,Bal Real Estate,3029,309,"{'distance': 212.1, 'duration': 30.5}","{'distance': 760.8, 'duration': 92.1}"
1948,5 Coronado Crescent Truganina VIC 3029,430.0,"[-37.7480827, 144.6798126]",4,2,2,House,Bal Real Estate,3029,270,"{'distance': 3268.3, 'duration': 312.3}","{'distance': 7529.9, 'duration': 601.3}"
1949,19 Kamala drive Tarneit VIC 3029,480.0,"[-37.8573634, 144.6416364]",4,2,2,House,Bal Real Estate,3029,110,"{'distance': 2184.5, 'duration': 246.5}","{'distance': 2366.9, 'duration': 272.8}"
1950,24 Kelebek Road Tarneit VIC 3029,380.0,"[-37.8468536, 144.6590113]",4,2,2,House,JK Estate Agents,3029,172,"{'distance': 938.5, 'duration': 134.2}","{'distance': 938.5, 'duration': 134.2}"
1951,8 Kelebek Road Tarneit VIC 3029,380.0,"[-37.8459664, 144.6591827]",4,2,2,House,JK Estate Agents,3029,173,"{'distance': 1038.2, 'duration': 148.6}","{'distance': 1038.2, 'duration': 148.6}"
1952,31 Alsace Avenue Hoppers Crossing VIC 3029,340.0,"[-37.8573443, 144.6708001]",3,1,1,House,JK Estate Agents,3029,185,"{'distance': 359.3, 'duration': 56.8}","{'distance': 359.3, 'duration': 56.8}"
1953,121 Morris Road Hoppers Crossing VIC 3029,380.0,"[-37.8745838, 144.7017805]",4,2,0,House,Ray White Truganina,3029,226,"{'distance': 876.2, 'duration': 114.4}","{'distance': 936.1, 'duration': 125.1}"
1954,50 Frontier Circuit Tarneit VIC 3029,460.0,"[-37.8235822, 144.6728707]",4,2,2,House,Barry Plant Tarneit,3029,216,"{'distance': 1909.7, 'duration': 232.9}","{'distance': 1917.0, 'duration': 228.6}"
1955,57 Dublin Street Tarneit VIC 3029,350.0,"[-37.8448822, 144.6400848]",2,1,1,House,Barry Plant Tarneit,3029,127,"{'distance': 3098.8, 'duration': 334.6}","{'distance': 3098.8, 'duration': 334.6}"
1956,26 Pechora Street Truganina VIC 3029,450.0,"[-37.766668, 144.6875945]",4,2,0,House,Ray White Rockbank,3029,115,"{'distance': 7023.4, 'duration': 739.1}","{'distance': 8607.8, 'duration': 834.3}"
1957,7 Perrin Circuit Tarneit VIC 3029,385.0,"[-37.8208141, 144.6980427]",4,2,2,House,LITTLE Real Estate Victoria,3029,278,"{'distance': 3742.4, 'duration': 386.2}","{'distance': 3300.9, 'duration': 336.6}"
1958,32 Gascoyne Way Truganina VIC 3029,420.0,"[-37.8454418, 144.7221117]",4,2,2,House,LITTLE Real Estate Victoria,3029,284,"{'distance': 887.0, 'duration': 114.2}","{'distance': 1194.8, 'duration': 187.5}"
1959,125 Talliver Terrace Truganina VIC 3029,420.0,"[-37.842678, 144.7159989]",4,2,1,House,Harcourts West Realty,3029,281,"{'distance': 723.3, 'duration': 95.1}","{'distance': 723.3, 'duration': 95.1}"
1960,15 Gilbee Road Truganina VIC 3029,450.0,"[-37.818806, 144.7097794]",4,2,2,House,Sweeney Estate Agents Caroline Springs,3029,295,"{'distance': 3212.9, 'duration': 289.6}","{'distance': 3212.9, 'duration': 289.6}"
1961,1/17 Rita Court Hoppers Crossing VIC 3029,330.0,"[-37.8717917, 144.6936966]",2,1,1,House,Ray White Deer Park,3029,204,"{'distance': 734.0, 'duration': 96.3}","{'distance': 645.3, 'duration': 96.0}"
1962,39 Skypac Drive Truganina VIC 3029,450.0,"[-37.8301947, 144.722605]",4,2,2,House,Banksia Property Agency,3029,296,"{'distance': 338.8, 'duration': 48.8}","{'distance': 1208.7, 'duration': 189.2}"
1963,21 Bartek Street Tarneit VIC 3029,460.0,"[-37.8553075, 144.6402182]",4,2,2,House,Barry Plant Tarneit,3029,110,"{'distance': 2513.5, 'duration': 265.5}","{'distance': 2696.0, 'duration': 291.7}"
1964,10 Zara Avenue Tarneit VIC 3029,395.0,"[-37.8351497, 144.67453]",3,2,2,House,Barry Plant Tarneit,3029,205,"{'distance': 831.9, 'duration': 91.6}","{'distance': 990.3, 'duration': 123.8}"
1965,12 Rejoice Street Tarneit VIC 3029,380.0,"[-37.816745, 144.6891838]",3,2,2,House,Ray White Truganina,3029,249,"{'distance': 4142.0, 'duration': 377.5}","{'distance': 3323.8, 'duration': 332.8}"
1966,39 Lonsdale Circuit Hoppers Crossing VIC 3029,550.0,"[-37.8768248, 144.7055547]",4,3,2,House,Mancini Real Estate ,3029,250,"{'distance': 1770.8, 'duration': 185.9}","{'distance': 1630.0, 'duration': 203.7}"
1967,38 Aphrodite Drive Truganina VIC 3029,470.0,"[-37.8363722, 144.7248669]",4,2,2,House,Ace Real Estate,3029,307,"{'distance': 1006.3, 'duration': 161.8}","{'distance': 1006.3, 'duration': 161.8}"
1968,73 Baden Powell Drive Tarneit VIC 3029,410.0,"[-37.84183549999999, 144.6962911]",3,2,2,House,LJ Hooker Werribee / Hoppers Crossing,3029,245,"{'distance': 1004.8, 'duration': 114.0}","{'distance': 1446.6, 'duration': 139.0}"
1969,5 Socorro Way Truganina VIC 3029,480.0,"[-37.748866, 144.679482]",4,2,2,House,Ray White Truganina,3029,270,"{'distance': 3365.2, 'duration': 321.0}","{'distance': 7626.8, 'duration': 610.0}"
1970,56 Capricorn Road Truganina VIC 3029,430.0,"[-37.8336364, 144.7245822]",4,2,2,House,Ray White Truganina,3029,300,"{'distance': 955.0, 'duration': 137.5}","{'distance': 1018.5, 'duration': 161.8}"
1971,31 Chloe Street Tarneit VIC 3029,450.0,"[-37.8362006, 144.6722205]",4,2,2,House,Ray White Truganina,3029,201,"{'distance': 578.2, 'duration': 62.8}","{'distance': 1142.0, 'duration': 137.0}"
1972,7 Carnaby Close Hoppers Crossing VIC 3029,440.0,"[-37.864762, 144.6685065]",4,2,6,House,Barry Plant Werribee,3029,168,"{'distance': 1302.3, 'duration': 164.6}","{'distance': 1302.3, 'duration': 164.6}"
1973,7 Riley Terrace Tarneit VIC 3029,450.0,"[-37.84153209999999, 144.6532675]",4,2,2,House,Raine & Horne Tarneit,3029,165,"{'distance': 1998.2, 'duration': 200.4}","{'distance': 1928.6, 'duration': 249.4}"
1974,17 Flora Way Tarneit VIC 3029,420.0,"[-37.8410639, 144.6973846]",3,2,2,House,Biggin & Scott Wyndham City,3029,247,"{'distance': 1008.8, 'duration': 118.6}","{'distance': 1450.5, 'duration': 143.6}"
1975,109 Pannam Drive Hoppers Crossing VIC 3029,330.0,"[-37.8701284, 144.6926674]",2,1,1,House,Barry Plant Point Cook,3029,205,"{'distance': 786.0, 'duration': 87.8}","{'distance': 396.5, 'duration': 58.5}"
1976,4 Holly Green Circuit Truganina VIC 3029,385.0,"[-37.8383831, 144.7255651]",3,2,2,House,Barry Plant Tarneit,3029,312,"{'distance': 887.6, 'duration': 88.9}","{'distance': 887.6, 'duration': 88.9}"
1977,16 Nitaya Street Hoppers Crossing VIC 3029,440.0,"[-37.8675334, 144.6746157]",4,2,1,House,Barry Plant Tarneit,3029,177,"{'distance': 96.6, 'duration': 15.1}","{'distance': 1350.5, 'duration': 185.4}"
1978,44 Leda Drive Tarneit VIC 3029,425.0,"[-37.8382537, 144.6964626]",4,2,1,House,Ray White Tarneit,3029,261,"{'distance': 1420.5, 'duration': 187.7}","{'distance': 1760.4, 'duration': 177.7}"
1979,15 codrington road Truganina VIC 3029,400.0,"[-37.8246881, 144.7493013]",3,2,1,House,Bal Real Estate,3029,385,"{'distance': 3951.0, 'duration': 322.5}","{'distance': 3951.0, 'duration': 322.5}"
1980,11 wenachee street Tarneit VIC 3029,480.0,"[-37.8362006, 144.6722205]",4,2,2,House,Bal Real Estate,3029,201,"{'distance': 578.2, 'duration': 62.8}","{'distance': 1142.0, 'duration': 137.0}"
1981,95 Hogans Road Hoppers Crossing VIC 3029,380.0,"[-37.8636272, 144.690266]",3,1,1,House,Harcourts Tarneit - Truganina,3029,206,"{'distance': 670.0, 'duration': 92.5}","{'distance': 670.0, 'duration': 92.5}"
1982,15 Slocum Road Tarneit VIC 3029,400.0,"[-37.8209964, 144.6718504]",3,2,2,House,Raine & Horne Tarneit,3029,214,"{'distance': 2347.9, 'duration': 270.8}","{'distance': 2355.1, 'duration': 266.5}"
1983,26 Bodalla Drive Tarneit VIC 3029,400.0,"[-37.8630066, 144.6498153]",4,2,2,House,.established Property,3029,118,"{'distance': 1748.1, 'duration': 227.3}","{'distance': 1930.5, 'duration': 253.6}"
1984,7 Parvana Drive Tarneit VIC 3029,370.0,"[-37.8498049, 144.6562679]",3,2,2,House,hockingstuart Melton,3029,157,"{'distance': 904.9, 'duration': 124.7}","{'distance': 904.9, 'duration': 124.7}"
1985,109 Morris Road Hoppers Crossing VIC 3029,380.0,"[-37.87566, 144.7015232]",4,1,2,House,For Sale By Owner Australia,3029,231,"{'distance': 961.4, 'duration': 113.0}","{'distance': 1057.4, 'duration': 133.5}"
1986,50 Toritta Way Truganina VIC 3029,400.0,"[-37.8438368, 144.7252219]",3,2,2,House,Ray White Truganina,3029,296,"{'distance': 421.6, 'duration': 47.2}","{'distance': 927.1, 'duration': 101.6}"
1987,155 Marquands Road Truganina VIC 3029,480.0,"[-37.8405397, 144.7281391]",4,2,2,House,Ace Real Estate,3029,314,"{'distance': 366.1, 'duration': 52.7}","{'distance': 914.8, 'duration': 114.3}"
1988,13 Tilton Street Truganina VIC 3029,500.0,"[-37.8259773, 144.7120012]",4,2,2,House,Ray White Truganina,3029,288,"{'distance': 2431.0, 'duration': 219.2}","{'distance': 2431.0, 'duration': 219.2}"
1989,32 Colonial Circuit Tarneit VIC 3029,420.0,"[-37.8196859, 144.6912055]",3,2,2,House,Ray White Tarneit,3029,259,"{'distance': 4187.8, 'duration': 377.2}","{'distance': 3412.7, 'duration': 345.6}"
1990,18 Rio Way Truganina VIC 3029,440.0,"[-37.7669248, 144.692767]",4,2,2,House,Ray White Rockbank,3029,190,"{'distance': 7758.7, 'duration': 756.8}","{'distance': 7758.7, 'duration': 756.8}"
1991,13 Crissa Street Tarneit VIC 3029,410.0,"[-37.84016099999999, 144.6562679]",3,2,1,House,Investors Choice Property Management Pty Ltd,3029,176,"{'distance': 1380.1, 'duration': 158.3}","{'distance': 2035.0, 'duration': 262.0}"
1992,12 Leafton Street Truganina VIC 3029,395.0,"[-37.8395894, 144.7364195]",3,2,1,House,Investors Choice Property Management Pty Ltd,3029,351,"{'distance': 612.0, 'duration': 85.2}","{'distance': 612.0, 'duration': 85.2}"
